sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ	sex	retina_region	strain
SRS5055782	SRR9629853	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918139: Macu_Nuc_R61_C28; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R61_C28	Tissue	NA	NA	SAMN12189588	Eye	NA	NA	NA
SRS5055781	SRR9629852	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918138: Macu_Nuc_R61_C26; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R61_C26	Tissue	NA	NA	SAMN12189589	Eye	NA	NA	NA
SRS5055780	SRR9629851	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918137: Macu_Nuc_R61_C10; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R61_C10	Tissue	NA	NA	SAMN12189590	Eye	NA	NA	NA
SRS5055779	SRR9629850	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918136: Macu_Nuc_R60_C6; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R60_C6	Tissue	NA	NA	SAMN12189591	Eye	NA	NA	NA
SRS5055778	SRR9629009	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917695: Mac1cell_R66_C54; Homo sapiens; RNA-Seq | NA | Mac1cell_R66_C54	Tissue	NA	NA	SAMN12189210	Eye	NA	NA	NA
SRS5055777	SRR9629008	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917694: Mac1cell_R66_C52; Homo sapiens; RNA-Seq | NA | Mac1cell_R66_C52	Tissue	NA	NA	SAMN12189211	Eye	NA	NA	NA
SRS5055776	SRR9629007	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917693: Mac1cell_R66_C49; Homo sapiens; RNA-Seq | NA | Mac1cell_R66_C49	Tissue	NA	NA	SAMN12189212	Eye	NA	NA	NA
SRS5055775	SRR9629006	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917692: Mac1cell_R66_C43; Homo sapiens; RNA-Seq | NA | Mac1cell_R66_C43	Tissue	NA	NA	SAMN12189213	Eye	NA	NA	NA
SRS5055773	SRR9629005	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917691: Mac1cell_R66_C40; Homo sapiens; RNA-Seq | NA | Mac1cell_R66_C40	Tissue	NA	NA	SAMN12189214	Eye	NA	NA	NA
SRS5055774	SRR9629004	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917690: Mac1cell_R66_C36; Homo sapiens; RNA-Seq | NA | Mac1cell_R66_C36	Tissue	NA	NA	SAMN12189215	Eye	NA	NA	NA
SRS5055772	SRR9629003	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917689: Mac1cell_R66_C2; Homo sapiens; RNA-Seq | NA | Mac1cell_R66_C2	Tissue	NA	NA	SAMN12189216	Eye	NA	NA	NA
SRS5055771	SRR9629002	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917688: Mac1cell_R66_C27; Homo sapiens; RNA-Seq | NA | Mac1cell_R66_C27	Tissue	NA	NA	SAMN12189217	Eye	NA	NA	NA
SRS5055770	SRR9634040	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916903: Mac1cell_R21_C64; Homo sapiens; RNA-Seq | NA | Mac1cell_R21_C64	Tissue	NA	NA	SAMN12188119	Eye	NA	NA	NA
SRS5055769	SRR9634039	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916902: Mac1cell_R21_C63; Homo sapiens; RNA-Seq | NA | Mac1cell_R21_C63	Tissue	NA	NA	SAMN12188120	Eye	NA	NA	NA
SRS5055768	SRR9634038	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916901: Mac1cell_R21_C61; Homo sapiens; RNA-Seq | NA | Mac1cell_R21_C61	Tissue	NA	NA	SAMN12188121	Eye	NA	NA	NA
SRS5055767	SRR9634037	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916900: Mac1cell_R21_C59; Homo sapiens; RNA-Seq | NA | Mac1cell_R21_C59	Tissue	NA	NA	SAMN12188125	Eye	NA	NA	NA
SRS5055766	SRR9634036	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916899: Mac1cell_R21_C58; Homo sapiens; RNA-Seq | NA | Mac1cell_R21_C58	Tissue	NA	NA	SAMN12188126	Eye	NA	NA	NA
SRS5055765	SRR9634035	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916898: Mac1cell_R21_C54; Homo sapiens; RNA-Seq | NA | Mac1cell_R21_C54	Tissue	NA	NA	SAMN12188127	Eye	NA	NA	NA
SRS5055764	SRR9634034	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916897: Mac1cell_R21_C52; Homo sapiens; RNA-Seq | NA | Mac1cell_R21_C52	Tissue	NA	NA	SAMN12188123	Eye	NA	NA	NA
SRS5055763	SRR9634033	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916896: Mac1cell_R21_C48; Homo sapiens; RNA-Seq | NA | Mac1cell_R21_C48	Tissue	NA	NA	SAMN12188124	Eye	NA	NA	NA
SRS5055762	SRR9628297	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917303: Mac1cell_R42_C67; Homo sapiens; RNA-Seq | NA | Mac1cell_R42_C67	Tissue	NA	NA	SAMN12188964	Eye	NA	NA	NA
SRS5055761	SRR9628296	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917302: Mac1cell_R42_C66; Homo sapiens; RNA-Seq | NA | Mac1cell_R42_C66	Tissue	NA	NA	SAMN12188965	Eye	NA	NA	NA
SRS5055760	SRR9628295	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917301: Mac1cell_R42_C65; Homo sapiens; RNA-Seq | NA | Mac1cell_R42_C65	Tissue	NA	NA	SAMN12188966	Eye	NA	NA	NA
SRS5055758	SRR9628294	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917300: Mac1cell_R42_C64; Homo sapiens; RNA-Seq | NA | Mac1cell_R42_C64	Tissue	NA	NA	SAMN12188967	Eye	NA	NA	NA
SRS5055759	SRR9628293	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917299: Mac1cell_R42_C62; Homo sapiens; RNA-Seq | NA | Mac1cell_R42_C62	Tissue	NA	NA	SAMN12188969	Eye	NA	NA	NA
SRS5055757	SRR9628292	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917298: Mac1cell_R42_C61; Homo sapiens; RNA-Seq | NA | Mac1cell_R42_C61	Tissue	NA	NA	SAMN12188982	Eye	NA	NA	NA
SRS5055756	SRR9628291	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917297: Mac1cell_R42_C59; Homo sapiens; RNA-Seq | NA | Mac1cell_R42_C59	Tissue	NA	NA	SAMN12188983	Eye	NA	NA	NA
SRS5055754	SRR9628290	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917296: Mac1cell_R42_C56; Homo sapiens; RNA-Seq | NA | Mac1cell_R42_C56	Tissue	NA	NA	SAMN12188984	Eye	NA	NA	NA
SRS5055753	SRR9632689	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922735: Per_R38_C21; Homo sapiens; RNA-Seq | NA | Per_R38_C21	Tissue	NA	NA	SAMN12201510	Eye	NA	NA	NA
SRS5055755	SRR9632688	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922734: Per_R37_C71; Homo sapiens; RNA-Seq | NA | Per_R37_C71	Tissue	NA	NA	SAMN12201511	Eye	NA	NA	NA
SRS5055752	SRR9632687	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922733: Per_R37_C70; Homo sapiens; RNA-Seq | NA | Per_R37_C70	Tissue	NA	NA	SAMN12201512	Eye	NA	NA	NA
SRS5055751	SRR9632686	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922732: Per_R37_C66; Homo sapiens; RNA-Seq | NA | Per_R37_C66	Tissue	NA	NA	SAMN12201513	Eye	NA	NA	NA
SRS5055750	SRR9632685	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922731: Per_R37_C65; Homo sapiens; RNA-Seq | NA | Per_R37_C65	Tissue	NA	NA	SAMN12201515	Eye	NA	NA	NA
SRS5055749	SRR9632684	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922730: Per_R37_C64; Homo sapiens; RNA-Seq | NA | Per_R37_C64	Tissue	NA	NA	SAMN12201516	Eye	NA	NA	NA
SRS5055748	SRR9632683	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922729: Per_R37_C60; Homo sapiens; RNA-Seq | NA | Per_R37_C60	Tissue	NA	NA	SAMN12201517	Eye	NA	NA	NA
SRS5055746	SRR9632682	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922728: Per_R37_C47; Homo sapiens; RNA-Seq | NA | Per_R37_C47	Tissue	NA	NA	SAMN12201518	Eye	NA	NA	NA
SRS5055747	SRR9631689	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922295: Mac_R47_C59; Homo sapiens; RNA-Seq | NA | Mac_R47_C59	Tissue	NA	NA	SAMN12201847	Eye	NA	NA	NA
SRS5055745	SRR9631688	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922294: Mac_R47_C52; Homo sapiens; RNA-Seq | NA | Mac_R47_C52	Tissue	NA	NA	SAMN12201848	Eye	NA	NA	NA
SRS5055744	SRR9631687	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922293: Mac_R47_C26; Homo sapiens; RNA-Seq | NA | Mac_R47_C26	Tissue	NA	NA	SAMN12201849	Eye	NA	NA	NA
SRS5055742	SRR9631686	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922292: Mac_R47_C11; Homo sapiens; RNA-Seq | NA | Mac_R47_C11	Tissue	NA	NA	SAMN12201850	Eye	NA	NA	NA
SRS5055743	SRR9631685	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922291: Mac_R46_C9; Homo sapiens; RNA-Seq | NA | Mac_R46_C9	Tissue	NA	NA	SAMN12201903	Eye	NA	NA	NA
SRS5055741	SRR9631684	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922290: Mac_R46_C59; Homo sapiens; RNA-Seq | NA | Mac_R46_C59	Tissue	NA	NA	SAMN12201851	Eye	NA	NA	NA
SRS5055740	SRR9631683	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922289: Mac_R46_C53; Homo sapiens; RNA-Seq | NA | Mac_R46_C53	Tissue	NA	NA	SAMN12201852	Eye	NA	NA	NA
SRS5055739	SRR9631682	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922288: Mac_R46_C49; Homo sapiens; RNA-Seq | NA | Mac_R46_C49	Tissue	NA	NA	SAMN12201853	Eye	NA	NA	NA
SRS5055737	SRR9630865	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921871: sample_R63_C33; Homo sapiens; RNA-Seq | NA | sample_R63_C33	Tissue	NA	NA	SAMN12200555	Eye	NA	NA	NA
SRS5055738	SRR9630864	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921870: sample_R63_C31; Homo sapiens; RNA-Seq | NA | sample_R63_C31	Tissue	NA	NA	SAMN12200556	Eye	NA	NA	NA
SRS5055736	SRR9630863	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921869: sample_R63_C30; Homo sapiens; RNA-Seq | NA | sample_R63_C30	Tissue	NA	NA	SAMN12200557	Eye	NA	NA	NA
SRS5055735	SRR9630862	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921868: sample_R63_C24; Homo sapiens; RNA-Seq | NA | sample_R63_C24	Tissue	NA	NA	SAMN12200558	Eye	NA	NA	NA
SRS5055734	SRR9630861	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921867: sample_R63_C19; Homo sapiens; RNA-Seq | NA | sample_R63_C19	Tissue	NA	NA	SAMN12200584	Eye	NA	NA	NA
SRS5055733	SRR9630860	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921866: sample_R63_C18; Homo sapiens; RNA-Seq | NA | sample_R63_C18	Tissue	NA	NA	SAMN12200585	Eye	NA	NA	NA
SRS5055732	SRR9630859	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921865: sample_R63_C14; Homo sapiens; RNA-Seq | NA | sample_R63_C14	Tissue	NA	NA	SAMN12200586	Eye	NA	NA	NA
SRS5055730	SRR9630858	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921864: sample_R63_C13; Homo sapiens; RNA-Seq | NA | sample_R63_C13	Tissue	NA	NA	SAMN12200587	Eye	NA	NA	NA
SRS5055731	SRR9630337	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921583: sample_R51_C30; Homo sapiens; RNA-Seq | NA | sample_R51_C30	Tissue	NA	NA	SAMN12200869	Eye	NA	NA	NA
SRS5055729	SRR9630336	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921582: sample_R51_C2; Homo sapiens; RNA-Seq | NA | sample_R51_C2	Tissue	NA	NA	SAMN12200870	Eye	NA	NA	NA
SRS5055728	SRR9630335	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921581: sample_R51_C25; Homo sapiens; RNA-Seq | NA | sample_R51_C25	Tissue	NA	NA	SAMN12200871	Eye	NA	NA	NA
SRS5055727	SRR9630334	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921580: sample_R51_C20; Homo sapiens; RNA-Seq | NA | sample_R51_C20	Tissue	NA	NA	SAMN12200872	Eye	NA	NA	NA
SRS5055726	SRR9630333	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921579: sample_R51_C1; Homo sapiens; RNA-Seq | NA | sample_R51_C1	Tissue	NA	NA	SAMN12200873	Eye	NA	NA	NA
SRS5055725	SRR9630332	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921578: sample_R51_C19; Homo sapiens; RNA-Seq | NA | sample_R51_C19	Tissue	NA	NA	SAMN12200874	Eye	NA	NA	NA
SRS5055724	SRR9630331	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921577: sample_R51_C16; Homo sapiens; RNA-Seq | NA | sample_R51_C16	Tissue	NA	NA	SAMN12200875	Eye	NA	NA	NA
SRS5055723	SRR9630330	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921576: sample_R51_C15; Homo sapiens; RNA-Seq | NA | sample_R51_C15	Tissue	NA	NA	SAMN12200876	Eye	NA	NA	NA
SRS5055722	SRR9629409	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921135: sample_R32_C5; Homo sapiens; RNA-Seq | NA | sample_R32_C5	Tissue	NA	NA	SAMN12199801	Eye	NA	NA	NA
SRS5055721	SRR9629408	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921134: sample_R32_C56; Homo sapiens; RNA-Seq | NA | sample_R32_C56	Tissue	NA	NA	SAMN12199692	Eye	NA	NA	NA
SRS5055720	SRR9629407	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921133: sample_R32_C47; Homo sapiens; RNA-Seq | NA | sample_R32_C47	Tissue	NA	NA	SAMN12199693	Eye	NA	NA	NA
SRS5055719	SRR9629406	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921132: sample_R32_C46; Homo sapiens; RNA-Seq | NA | sample_R32_C46	Tissue	NA	NA	SAMN12199694	Eye	NA	NA	NA
SRS5055717	SRR9629405	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921131: sample_R32_C38; Homo sapiens; RNA-Seq | NA | sample_R32_C38	Tissue	NA	NA	SAMN12199695	Eye	NA	NA	NA
SRS5055718	SRR9629404	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921130: sample_R32_C36; Homo sapiens; RNA-Seq | NA | sample_R32_C36	Tissue	NA	NA	SAMN12199696	Eye	NA	NA	NA
SRS5055716	SRR9629403	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921129: sample_R32_C33; Homo sapiens; RNA-Seq | NA | sample_R32_C33	Tissue	NA	NA	SAMN12199697	Eye	NA	NA	NA
SRS5055714	SRR9629402	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921128: sample_R32_C32; Homo sapiens; RNA-Seq | NA | sample_R32_C32	Tissue	NA	NA	SAMN12199698	Eye	NA	NA	NA
SRS5055715	SRR9628481	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920687: Per_R8_C27; Homo sapiens; RNA-Seq | NA | Per_R8_C27	Tissue	NA	NA	SAMN12198733	Eye	NA	NA	NA
SRS5055713	SRR9628480	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920686: Per_R8_C1; Homo sapiens; RNA-Seq | NA | Per_R8_C1	Tissue	NA	NA	SAMN12198734	Eye	NA	NA	NA
SRS5055712	SRR9628479	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920685: Per_R7_C55; Homo sapiens; RNA-Seq | NA | Per_R7_C55	Tissue	NA	NA	SAMN12198735	Eye	NA	NA	NA
SRS5055711	SRR9628478	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920684: Per_R7_C54; Homo sapiens; RNA-Seq | NA | Per_R7_C54	Tissue	NA	NA	SAMN12198736	Eye	NA	NA	NA
SRS5055710	SRR9628477	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920683: Per_R7_C52; Homo sapiens; RNA-Seq | NA | Per_R7_C52	Tissue	NA	NA	SAMN12198737	Eye	NA	NA	NA
SRS5055708	SRR9628476	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920682: Per_R7_C35; Homo sapiens; RNA-Seq | NA | Per_R7_C35	Tissue	NA	NA	SAMN12198738	Eye	NA	NA	NA
SRS5055709	SRR9628475	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920681: Per_R7_C32; Homo sapiens; RNA-Seq | NA | Per_R7_C32	Tissue	NA	NA	SAMN12198739	Eye	NA	NA	NA
SRS5055707	SRR9628474	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920680: Per_R7_C29; Homo sapiens; RNA-Seq | NA | Per_R7_C29	Tissue	NA	NA	SAMN12198740	Eye	NA	NA	NA
SRS5055706	SRR9634104	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920247: M_R70_C44; Homo sapiens; RNA-Seq | NA | M_R70_C44	Tissue	NA	NA	SAMN12197015	Eye	NA	NA	NA
SRS5055704	SRR9634103	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920246: M_R70_C40; Homo sapiens; RNA-Seq | NA | M_R70_C40	Tissue	NA	NA	SAMN12197016	Eye	NA	NA	NA
SRS5055705	SRR9634102	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920245: M_R70_C19; Homo sapiens; RNA-Seq | NA | M_R70_C19	Tissue	NA	NA	SAMN12197067	Eye	NA	NA	NA
SRS5055703	SRR9634101	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920244: M_R70_C15; Homo sapiens; RNA-Seq | NA | M_R70_C15	Tissue	NA	NA	SAMN12197068	Eye	NA	NA	NA
SRS5055702	SRR9634100	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920243: M_R6_C43; Homo sapiens; RNA-Seq | NA | M_R6_C43	Tissue	NA	NA	SAMN12197069	Eye	NA	NA	NA
SRS5055701	SRR9634099	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920242: M_R6_C40; Homo sapiens; RNA-Seq | NA | M_R6_C40	Tissue	NA	NA	SAMN12197070	Eye	NA	NA	NA
SRS5055700	SRR9634098	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920241: M_R6_C22; Homo sapiens; RNA-Seq | NA | M_R6_C22	Tissue	NA	NA	SAMN12197071	Eye	NA	NA	NA
SRS5055698	SRR9634097	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920240: M_R6_C21; Homo sapiens; RNA-Seq | NA | M_R6_C21	Tissue	NA	NA	SAMN12197072	Eye	NA	NA	NA
SRS5055697	SRR9633114	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919799: Macular_R9_C60; Homo sapiens; RNA-Seq | NA | Macular_R9_C60	Tissue	NA	NA	SAMN12191380	Eye	NA	Macula	NA
SRS5055699	SRR9633113	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919798: Macular_R9_C57; Homo sapiens; RNA-Seq | NA | Macular_R9_C57	Tissue	NA	NA	SAMN12190736	Eye	NA	Macula	NA
SRS5055694	SRR9633112	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919797: Macular_R9_C46; Homo sapiens; RNA-Seq | NA | Macular_R9_C46	Tissue	NA	NA	SAMN12191381	Eye	NA	Macula	NA
SRS5055695	SRR9633111	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919796: Macular_R9_C44; Homo sapiens; RNA-Seq | NA | Macular_R9_C44	Tissue	NA	NA	SAMN12191382	Eye	NA	Macula	NA
SRS5055696	SRR9633110	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919795: Macular_R9_C42; Homo sapiens; RNA-Seq | NA | Macular_R9_C42	Tissue	NA	NA	SAMN12191383	Eye	NA	Macula	NA
SRS5055693	SRR9633109	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919794: Macular_R9_C36; Homo sapiens; RNA-Seq | NA | Macular_R9_C36	Tissue	NA	NA	SAMN12191384	Eye	NA	Macula	NA
SRS5055692	SRR9633108	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919793: Macular_R9_C33; Homo sapiens; RNA-Seq | NA | Macular_R9_C33	Tissue	NA	NA	SAMN12190735	Eye	NA	Macula	NA
SRS5055691	SRR9633107	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919792: Macular_R9_C32; Homo sapiens; RNA-Seq | NA | Macular_R9_C32	Tissue	NA	NA	SAMN12190737	Eye	NA	Macula	NA
SRS5055690	SRR9632273	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919359: Macular_R51_C47; Homo sapiens; RNA-Seq | NA | Macular_R51_C47	Tissue	NA	NA	SAMN12190871	Eye	NA	Macula	NA
SRS5055689	SRR9632272	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919358: Macular_R51_C36; Homo sapiens; RNA-Seq | NA | Macular_R51_C36	Tissue	NA	NA	SAMN12190872	Eye	NA	Macula	NA
SRS5055687	SRR9632271	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919357: Macular_R51_C35; Homo sapiens; RNA-Seq | NA | Macular_R51_C35	Tissue	NA	NA	SAMN12190873	Eye	NA	Macula	NA
SRS5055688	SRR9632270	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919356: Macular_R51_C31; Homo sapiens; RNA-Seq | NA | Macular_R51_C31	Tissue	NA	NA	SAMN12190874	Eye	NA	Macula	NA
SRS5055685	SRR9632269	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919355: Macular_R51_C30; Homo sapiens; RNA-Seq | NA | Macular_R51_C30	Tissue	NA	NA	SAMN12190875	Eye	NA	Macula	NA
SRS5055686	SRR9632268	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919354: Macular_R51_C29; Homo sapiens; RNA-Seq | NA | Macular_R51_C29	Tissue	NA	NA	SAMN12190876	Eye	NA	Macula	NA
SRS5055684	SRR9632267	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919353: Macular_R51_C23; Homo sapiens; RNA-Seq | NA | Macular_R51_C23	Tissue	NA	NA	SAMN12190877	Eye	NA	Macula	NA
SRS5055683	SRR9632266	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919352: Macular_R51_C18; Homo sapiens; RNA-Seq | NA | Macular_R51_C18	Tissue	NA	NA	SAMN12190878	Eye	NA	Macula	NA
SRS5055682	SRR9630769	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918575: Periph_Nuc_R64_C14; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R64_C14	Tissue	NA	NA	SAMN12190377	Eye	NA	Peripheral	NA
