Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
1700017D01RIK	old symbol	MGI:1916619	Ms4a20	membrane-spanning 4-domains, subfamily A, member 20	protein coding gene
1700017G19RIK	current symbol	MGI:1919477	1700017G19Rik	RIKEN cDNA 1700017G19 gene	lncRNA gene
1700017J07RIK	current symbol	MGI:1922758	1700017J07Rik	RIKEN cDNA 1700017J07 gene	lncRNA gene
1700017N19RIK	current symbol	MGI:1913855	1700017N19Rik	RIKEN cDNA 1700017N19 gene	protein coding gene
1700018A04RIK	current symbol	MGI:1916631	1700018A04Rik	RIKEN cDNA 1700018A04 gene	lncRNA gene
1700018B08RIK	current symbol	MGI:1923655	1700018B08Rik	RIKEN cDNA 1700018B08 gene	protein coding gene
1700018B24RIK	current symbol	MGI:1913582	1700018B24Rik	RIKEN cDNA 1700018B24 gene	lncRNA gene
1700018C11RIK	old symbol	MGI:1922774	Tex48	testis expressed 48	protein coding gene
1700018F24RIK	current symbol	MGI:1916646	1700018F24Rik	RIKEN cDNA 1700018F24 gene	protein coding gene
1700018G05RIK	current symbol	MGI:1916638	1700018G05Rik	RIKEN cDNA 1700018G05 gene	protein coding gene
1700018L02RIK	current symbol	MGI:1914579	1700018L02Rik	RIKEN cDNA 1700018L02 gene	lncRNA gene
1700018L24RIK	old symbol	MGI:1922778	Tex29	testis expressed 29	protein coding gene
1700019A02RIK	current symbol	MGI:1916647	1700019A02Rik	RIKEN cDNA 1700019A02 gene	protein coding gene
1700019B03RIK	old symbol	MGI:1923656	Tex45	testis expressed 45	protein coding gene
1700019B21RIK	old symbol	MGI:1922795	Tslrn1	testis specific long noncoding RNA 1	lncRNA gene
1700019D03RIK	current symbol	MGI:1914330	1700019D03Rik	RIKEN cDNA 1700019D03 gene	protein coding gene
1700019E08RIK	current symbol	MGI:1916655	1700019E08Rik	RIKEN cDNA 1700019E08 gene	lncRNA gene
1700019E19RIK	old symbol	MGI:1923661	Ift43	intraflagellar transport 43	protein coding gene
1700019G17RIK	old symbol	MGI:1922791	Nat8f4	N-acetyltransferase 8 (GCN5-related) family member 4	protein coding gene
1700019G24RIK	current symbol	MGI:1919499	1700019G24Rik	RIKEN cDNA 1700019G24 gene	lncRNA gene
1700019L03RIK	old symbol	MGI:2447809	Cfap157	cilia and flagella associated protein 157	protein coding gene
1700019M22RIK	current symbol	MGI:1916673	1700019M22Rik	RIKEN cDNA 1700019M22 gene	pseudogene
1700019N12RIK	old symbol	MGI:1914327	Catsperz	cation channel sperm associated auxiliary subunit zeta	protein coding gene
1700019N19RIK	current symbol	MGI:1914757	1700019N19Rik	RIKEN cDNA 1700019N19 gene	protein coding gene
1700019O17RIK	old symbol	MGI:1919113	Tex44	testis expressed 44	protein coding gene
1700020A23RIK	current symbol	MGI:1922906	1700020A23Rik	RIKEN cDNA 1700020A23 gene	protein coding gene
1700020D05RIK	current symbol	MGI:1922805	1700020D05Rik	RIKEN cDNA 1700020D05 gene	protein coding gene
1700020G17RIK	current symbol	MGI:1922880	1700020G17Rik	RIKEN cDNA 1700020G17 gene	lncRNA gene
1700020I14RIK	old symbol	MGI:1913852	Oip5os1	Opa interacting protein 5, opposite strand 1	lncRNA gene
1700020L24RIK	current symbol	MGI:1913580	1700020L24Rik	RIKEN cDNA 1700020L24 gene	protein coding gene
1700020M21RIK	current symbol	MGI:1923652	1700020M21Rik	RIKEN cDNA 1700020M21 gene	lncRNA gene
1700020N01RIK	current symbol	MGI:1914942	1700020N01Rik	RIKEN cDNA 1700020N01 gene	protein coding gene
1700020N15RIK	current symbol	MGI:1922759	1700020N15Rik	RIKEN cDNA 1700020N15 gene	protein coding gene
1700020N18RIK	current symbol	MGI:1914336	1700020N18Rik	RIKEN cDNA 1700020N18 gene	lncRNA gene
1700020O03RIK	old symbol	MGI:1917623	Gpatch2l	G patch domain containing 2 like	protein coding gene
1700021C14RIK	old symbol	MGI:1924177	Tsacc	TSSK6 activating co-chaperone	protein coding gene
1700021F05RIK	old symbol	MGI:1915101	Mtres1	mitochondrial transcription rescue factor 1	protein coding gene
1700021F07RIK	current symbol	MGI:1919471	1700021F07Rik	RIKEN cDNA 1700021F07 gene	protein coding gene
1700021K19RIK	old symbol	MGI:1915160	Rubcn	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein	protein coding gene
1700021N21RIK	current symbol	MGI:1916659	1700021N21Rik	RIKEN cDNA 1700021N21 gene	lncRNA gene
1700022A21RIK	current symbol	MGI:1919502	1700022A21Rik	RIKEN cDNA 1700022A21 gene	pseudogene
1700022A22RIK	current symbol	MGI:1922807	1700022A22Rik	RIKEN cDNA 1700022A22 gene	lncRNA gene
1700022E09RIK	current symbol	MGI:1922886	1700022E09Rik	RIKEN cDNA 1700022E09 gene	lncRNA gene
1700022H16RIK	current symbol	MGI:1916670	1700022H16Rik	RIKEN cDNA 1700022H16 gene	lncRNA gene
1700022I11RIK	current symbol	MGI:1914567	1700022I11Rik	RIKEN cDNA 1700022I11 gene	protein coding gene
1700022P22RIK	old symbol	MGI:1922808	Spata45	spermatogenesis associated 45	protein coding gene
1700023A16RIK	old symbol	MGI:1916621	Smco2	single-pass membrane protein with coiled-coil domains 2	protein coding gene
1700023C21RIK	current symbol	MGI:1920507	1700023C21Rik	RIKEN cDNA 1700023C21 gene	lncRNA gene
1700023E05RIK	old symbol	MGI:1919118	Thegl	theg spermatid protein like	protein coding gene
1700023F02RIK	current symbol	MGI:1916683	1700023F02Rik	RIKEN cDNA 1700023F02 gene	lncRNA gene
1700023F06RIK	old symbol	MGI:1916691	Efcab15	EF-hand calcium binding domain 15	protein coding gene
1700023L04RIK	old symbol	MGI:1923669	Smkr-ps	smal lysine rich protein 1, pseudogene	pseudogene
1700024B18RIK	current symbol	MGI:1916643	1700024B18Rik	RIKEN cDNA 1700024B18 gene	lncRNA gene
1700024F13RIK	old symbol	MGI:1924187	2810429I04Rik	RIKEN cDNA 2810429I04 gene	lncRNA gene
1700024G13RIK	current symbol	MGI:1914335	1700024G13Rik	RIKEN cDNA 1700024G13 gene	protein coding gene
1700024P03RIK	old symbol	MGI:1922767	Ccdc34os	coiled-coil domain containing 34, opposite strand	antisense lncRNA gene
1700024P04RIK	old symbol	MGI:1916632	H2bl1	H2B.L histone variant 1	protein coding gene
1700024P16RIK	old symbol	MGI:2685466	Fyb2	FYN binding protein 2	protein coding gene
1700025B11RIK	current symbol	MGI:1923659	1700025B11Rik	RIKEN cDNA 1700025B11 gene	protein coding gene
1700025C18RIK	current symbol	MGI:1919461	1700025C18Rik	RIKEN cDNA 1700025C18 gene	protein coding gene
1700025E21RIK	old symbol	MGI:1922897	Ssmem1	serine-rich single-pass membrane protein 1	protein coding gene
1700025F22RIK	old symbol	MGI:1916666	Ms4a19	membrane-spanning 4-domains, subfamily A, member 19	protein coding gene
1700025F24RIK	current symbol	MGI:1914331	1700025F24Rik	RIKEN cDNA 1700025F24 gene	lncRNA gene
1700025G04RIK	current symbol	MGI:1916649	1700025G04Rik	RIKEN cDNA 1700025G04 gene	protein coding gene
1700025K23RIK	old symbol	MGI:1913587	Fam229b	family with sequence similarity 229, member B	protein coding gene
1700025K24RIK	current symbol	MGI:1916668	1700025K24Rik	RIKEN cDNA 1700025K24 gene	lncRNA gene
1700025M24RIK	current symbol	MGI:1919526	1700025M24Rik	RIKEN cDNA 1700025M24 gene	lncRNA gene
1700025N23RIK	current symbol	MGI:1917236	1700025N23Rik	RIKEN cDNA 1700025N23 gene	lncRNA gene
1700026D08RIK	old symbol	MGI:1922806	Cfap161	cilia and flagella associated protein 161	protein coding gene
1700026D11RIK	current symbol	MGI:1917621	1700026D11Rik	RIKEN cDNA 1700026D11 gene	lncRNA gene
1700026F02RIK	current symbol	MGI:1916669	1700026F02Rik	RIKEN cDNA 1700026F02 gene	lncRNA gene
1700026J04RIK	old symbol	MGI:1919114	Fam217a	family with sequence similarity 217, member A	protein coding gene
1700026L06RIK	old symbol	MGI:1917237	Spaca9	sperm acrosome associated 9	protein coding gene
1700027A15RIK	current symbol	MGI:1916699	1700027A15Rik	RIKEN cDNA 1700027A15 gene	lncRNA gene
1700027A23RIK	old symbol	MGI:1923670	Pifo	primary cilia formation	protein coding gene
1700027D21RIK	old symbol	MGI:1923823	Spatc1l	spermatogenesis and centriole associated 1 like	protein coding gene
1700027F09RIK	current symbol	MGI:1917249	1700027F09Rik	RIKEN cDNA 1700027F09 gene	lncRNA gene
1700027H10RIK	current symbol	MGI:1919524	1700027H10Rik	RIKEN cDNA 1700027H10 gene	lncRNA gene
1700027I24RIK	current symbol	MGI:1922817	1700027I24Rik	RIKEN cDNA 1700027I24 gene	lncRNA gene
1700027J07RIK	current symbol	MGI:1916693	1700027J07Rik	RIKEN cDNA 1700027J07 gene	lncRNA gene
1700028B04RIK	current symbol	MGI:1917251	1700028B04Rik	RIKEN cDNA 1700028B04 gene	pseudogene
1700028D13RIK	current symbol	MGI:1922819	1700028D13Rik	RIKEN cDNA 1700028D13 gene	lncRNA gene
1700028E10RIK	current symbol	MGI:1916713	1700028E10Rik	RIKEN cDNA 1700028E10 gene	lncRNA gene
1700028I16RIK	current symbol	MGI:1917253	1700028I16Rik	RIKEN cDNA 1700028I16 gene	lncRNA gene
1700028J19RIK	current symbol	MGI:1917254	1700028J19Rik	RIKEN cDNA 1700028J19 gene	protein coding gene
1700028K03RIK	current symbol	MGI:1923671	1700028K03Rik	RIKEN cDNA 1700028K03 gene	protein coding gene
1700028M03RIK	current symbol	MGI:1916710	1700028M03Rik	RIKEN cDNA 1700028M03 gene	lncRNA gene
1700028P14RIK	current symbol	MGI:1914733	1700028P14Rik	RIKEN cDNA 1700028P14 gene	protein coding gene
1700028P15RIK	current symbol	MGI:1922905	1700028P15Rik	RIKEN cDNA 1700028P15 gene	lncRNA gene
1700029B22RIK	current symbol	MGI:1916745	1700029B22Rik	RIKEN cDNA 1700029B22 gene	lncRNA gene
1700029F09RIK	old symbol	MGI:1922873	Tex30	testis expressed 30	protein coding gene
1700029F12RIK	current symbol	MGI:1913729	1700029F12Rik	RIKEN cDNA 1700029F12 gene	protein coding gene
1700029G01RIK	old symbol	MGI:1914188	Sh3d21	SH3 domain containing 21	protein coding gene
1700029H14RIK	current symbol	MGI:1913751	1700029H14Rik	RIKEN cDNA 1700029H14 gene	protein coding gene
1700029I01RIK	old symbol	MGI:1917255	Znf41-ps	ZNF41, pseudogene	pseudogene
1700029I15RIK	current symbol	MGI:1916742	1700029I15Rik	RIKEN cDNA 1700029I15 gene	protein coding gene
1700029J03RIK	current symbol	MGI:1919514	1700029J03Rik	RIKEN cDNA 1700029J03 gene	lncRNA gene
1700029J07RIK	current symbol	MGI:1916729	1700029J07Rik	RIKEN cDNA 1700029J07 gene	protein coding gene
1700029J11RIK	old symbol	MGI:1923676	Fam209	family with sequence similarity 209	protein coding gene
1700029M20RIK	current symbol	MGI:1913597	1700029M20Rik	RIKEN cDNA 1700029M20 gene	lncRNA gene
1700029N11RIK	current symbol	MGI:1916741	1700029N11Rik	RIKEN cDNA 1700029N11 gene	lncRNA gene
1700029P11RIK	current symbol	MGI:1913596	1700029P11Rik	RIKEN cDNA 1700029P11 gene	protein coding gene
1700030A11RIK	current symbol	MGI:1921429	1700030A11Rik	RIKEN cDNA 1700030A11 gene	lncRNA gene
1700030C10RIK	current symbol	MGI:1916763	1700030C10Rik	RIKEN cDNA 1700030C10 gene	lncRNA gene
1700030F04RIK	current symbol	MGI:1919513	1700030F04Rik	RIKEN cDNA 1700030F04 gene	lncRNA gene
1700030F18RIK	old symbol	MGI:2685766	Fam186a	family with sequence similarity 186, member A	protein coding gene
1700030J22RIK	current symbol	MGI:1916778	1700030J22Rik	RIKEN cDNA 1700030J22 gene	protein coding gene
1700030K09RIK	current symbol	MGI:1919504	1700030K09Rik	RIKEN cDNA 1700030K09 gene	protein coding gene
1700030L20RIK	current symbol	MGI:1917305	1700030L20Rik	RIKEN cDNA 1700030L20 gene	lncRNA gene
1700030M09RIK	current symbol	MGI:1919509	1700030M09Rik	RIKEN cDNA 1700030M09 gene	lncRNA gene
1700030N03RIK	current symbol	MGI:1917261	1700030N03Rik	RIKEN cDNA 1700030N03 gene	lncRNA gene
1700030O20RIK	current symbol	MGI:1919536	1700030O20Rik	RIKEN cDNA 1700030O20 gene	lncRNA gene
1700031A10RIK	current symbol	MGI:1920536	1700031A10Rik	RIKEN cDNA 1700031A10 gene	lncRNA gene
1700031F05RIK	current symbol	MGI:1920550	1700031F05Rik	RIKEN cDNA 1700031F05 gene	protein coding gene
1700031M16RIK	current symbol	MGI:1920552	1700031M16Rik	RIKEN cDNA 1700031M16 gene	lncRNA gene
1700031P21RIK	current symbol	MGI:1920528	1700031P21Rik	RIKEN cDNA 1700031P21 gene	lncRNA gene
1700034E13RIK	current symbol	MGI:1925664	1700034E13Rik	RIKEN cDNA 1700034E13 gene	protein coding gene
1700034F02RIK	old symbol	MGI:1920574	Clhc1	clathrin heavy chain linker domain containing 1	protein coding gene
1700034G24RIK	current symbol	MGI:1914575	1700034G24Rik	RIKEN cDNA 1700034G24 gene	lncRNA gene
1700034H14RIK	old symbol	MGI:1920595	Timm21	translocase of inner mitochondrial membrane 21	protein coding gene
1700034H15RIK	current symbol	MGI:1921515	1700034H15Rik	RIKEN cDNA 1700034H15 gene	lncRNA gene
1700034I23RIK	current symbol	MGI:1920547	1700034I23Rik	RIKEN cDNA 1700034I23 gene	protein coding gene
1700034J05RIK	current symbol	MGI:1920594	1700034J05Rik	RIKEN cDNA 1700034J05 gene	protein coding gene
1700034K08RIK	current symbol	MGI:1925599	1700034K08Rik	RIKEN cDNA 1700034K08 gene	lncRNA gene
1700034O15RIK	old symbol	MGI:1923856	Llcfc1	LLLL and CFNLAS motif containing 1	protein coding gene
1700034P13RIK	current symbol	MGI:1920581	1700034P13Rik	RIKEN cDNA 1700034P13 gene	lncRNA gene
1700036G14RIK	current symbol	MGI:1920533	1700036G14Rik	RIKEN cDNA 1700036G14 gene	lncRNA gene
1700037C18RIK	current symbol	MGI:1920511	1700037C18Rik	RIKEN cDNA 1700037C18 gene	protein coding gene
1700037H04RIK	current symbol	MGI:1914576	1700037H04Rik	RIKEN cDNA 1700037H04 gene	protein coding gene
1700039E15RIK	old symbol	MGI:1923963	Slc6a21	solute carrier family 6 member 21	protein coding gene
1700039E22RIK	current symbol	MGI:1920572	1700039E22Rik	RIKEN cDNA 1700039E22 gene	lncRNA gene
1700040I03RIK	old symbol	MGI:1920577	Pradc1	protease-associated domain containing 1	protein coding gene
1700040L02RIK	old symbol	MGI:1920537	Cabcoco1	ciliary associated calcium binding coiled-coil 1	protein coding gene
1700040N02RIK	old symbol	MGI:1920553	Bcas1os2	breast carcinoma amplified sequence 1, opposite strand 2	antisense lncRNA gene
1700041C23RIK	current symbol	MGI:1914569	1700041C23Rik	RIKEN cDNA 1700041C23 gene	lncRNA gene
1700041M19RIK	current symbol	MGI:1923851	1700041M19Rik	RIKEN cDNA 1700041M19 gene	lncRNA gene
1700042B14RIK	old symbol	MGI:1920597	Cldn34b2	claudin 34B2	protein coding gene
1700042G07RIK	current symbol	MGI:1914573	1700042G07Rik	RIKEN cDNA 1700042G07 gene	protein coding gene
1700042G15RIK	current symbol	MGI:1920599	1700042G15Rik	RIKEN cDNA 1700042G15 gene	lncRNA gene
1700042O10RIK	current symbol	MGI:1920571	1700042O10Rik	RIKEN cDNA 1700042O10 gene	lncRNA gene
1700044C05RIK	current symbol	MGI:1920556	1700044C05Rik	RIKEN cDNA 1700044C05 gene	lncRNA gene
1700044K03RIK	current symbol	MGI:1914571	1700044K03Rik	RIKEN cDNA 1700044K03 gene	lncRNA gene
1700045H11RIK	current symbol	MGI:1920598	1700045H11Rik	RIKEN cDNA 1700045H11 gene	lncRNA gene
1700045I19RIK	old symbol	MGI:1921514	Rnf138rt1	ring finger protein 138, retrogene 1	protein coding gene
1700046C09RIK	current symbol	MGI:1920557	1700046C09Rik	RIKEN cDNA 1700046C09 gene	lncRNA gene
1700047G03RIK	current symbol	MGI:1920589	1700047G03Rik	RIKEN cDNA 1700047G03 gene	lncRNA gene
1700047I17RIK2	old symbol	MGI:3714351	Fam177a2	family with sequence similarity 177 member A2	protein coding gene
1700047L14RIK	current symbol	MGI:1920545	1700047L14Rik	RIKEN cDNA 1700047L14 gene	lncRNA gene
1700047M11RIK	current symbol	MGI:1914580	1700047M11Rik	RIKEN cDNA 1700047M11 gene	lncRNA gene
1700048M11RIK	current symbol	MGI:1920636	1700048M11Rik	RIKEN cDNA 1700048M11 gene	lncRNA gene
1700048O20RIK	current symbol	MGI:1920637	1700048O20Rik	RIKEN cDNA 1700048O20 gene	lncRNA gene
1700049E15RIK	current symbol	MGI:1920644	1700049E15Rik	RIKEN cDNA 1700049E15 gene	lncRNA gene
1700049E22RIK	current symbol	MGI:1920645	1700049E22Rik	RIKEN cDNA 1700049E22 gene	lncRNA gene
1700049G17RIK	old symbol	MGI:1920680	Zfp974	zinc finger protein 974	protein coding gene
1700049L16RIK	current symbol	MGI:1920633	1700049L16Rik	RIKEN cDNA 1700049L16 gene	pseudogene
1700051A21RIK	current symbol	MGI:1920616	1700051A21Rik	RIKEN cDNA 1700051A21 gene	lncRNA gene
1700052I22RIK	current symbol	MGI:1914590	1700052I22Rik	RIKEN cDNA 1700052I22 gene	lncRNA gene
1700052K11RIK	current symbol	MGI:1920681	1700052K11Rik	RIKEN cDNA 1700052K11 gene	lncRNA gene
1700052N19RIK	old symbol	MGI:1920669	Armt1	acidic residue methyltransferase 1	protein coding gene
1700054A03RIK	current symbol	MGI:1925707	1700054A03Rik	RIKEN cDNA 1700054A03 gene	lncRNA gene
1700054K19RIK	current symbol	MGI:1914586	1700054K19Rik	RIKEN cDNA 1700054K19 gene	lncRNA gene
1700054M17RIK	current symbol	MGI:1920608	1700054M17Rik	RIKEN cDNA 1700054M17 gene	lncRNA gene
1700054N08RIK	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene
1700054O13RIK	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene
1700055C04RIK	current symbol	MGI:1920647	1700055C04Rik	RIKEN cDNA 1700055C04 gene	lncRNA gene
1700055N04RIK	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene
1700056E22RIK	current symbol	MGI:1920613	1700056E22Rik	RIKEN cDNA 1700056E22 gene	protein coding gene
1700057G04RIK	current symbol	MGI:1925709	1700057G04Rik	RIKEN cDNA 1700057G04 gene	protein coding gene
1700057H15RIK	current symbol	MGI:1925710	1700057H15Rik	RIKEN cDNA 1700057H15 gene	lncRNA gene
1700057K13RIK	old symbol	MGI:1920685	Tex35	testis expressed 35	protein coding gene
1700058G18RIK	old symbol	MGI:1914592	Kcnmb4os1	potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 1	antisense lncRNA gene
1700060C16RIK	current symbol	MGI:1920675	1700060C16Rik	RIKEN cDNA 1700060C16 gene	lncRNA gene
1700060C20RIK	current symbol	MGI:1920649	1700060C20Rik	RIKEN cDNA 1700060C20 gene	lncRNA gene
1700061F12RIK	current symbol	MGI:1920688	1700061F12Rik	RIKEN cDNA 1700061F12 gene	lncRNA gene
1700061G19RIK	old symbol	MGI:1925875	Acsbg3	acyl-CoA synthetase bubblegum family member 3	protein coding gene
1700061I17RIK	current symbol	MGI:1920612	1700061I17Rik	RIKEN cDNA 1700061I17 gene	lncRNA gene
1700061J05RIK	old symbol	MGI:1920626	Tex33	testis expressed 33	protein coding gene
1700063A18RIK	current symbol	MGI:1920704	1700063A18Rik	RIKEN cDNA 1700063A18 gene	lncRNA gene
1700063D05RIK	current symbol	MGI:1925750	1700063D05Rik	RIKEN cDNA 1700063D05 gene	lncRNA gene
1700063O14RIK	current symbol	MGI:1920702	1700063O14Rik	RIKEN cDNA 1700063O14 gene	lncRNA gene
1700064J06RIK	current symbol	MGI:1920650	1700064J06Rik	RIKEN cDNA 1700064J06 gene	lncRNA gene
1700064M15RIK	current symbol	MGI:1920707	1700064M15Rik	RIKEN cDNA 1700064M15 gene	lncRNA gene
1700065D16RIK	current symbol	MGI:1920660	1700065D16Rik	RIKEN cDNA 1700065D16 gene	protein coding gene
1700065I16RIK	current symbol	MGI:1925712	1700065I16Rik	RIKEN cDNA 1700065I16 gene	pseudogene
1700065I17RIK	old symbol	MGI:1914593	Tex43	testis expressed 43	protein coding gene
1700065J11RIK	current symbol	MGI:1920659	1700065J11Rik	RIKEN cDNA 1700065J11 gene	lncRNA gene
1700065J18RIK	current symbol	MGI:1920705	1700065J18Rik	RIKEN cDNA 1700065J18 gene	lncRNA gene
1700065O20RIK	current symbol	MGI:1923859	1700065O20Rik	RIKEN cDNA 1700065O20 gene	lncRNA gene
1700066B17RIK	current symbol	MGI:1920676	1700066B17Rik	RIKEN cDNA 1700066B17 gene	lncRNA gene
1700066B19RIK	current symbol	MGI:1920699	1700066B19Rik	RIKEN cDNA 1700066B19 gene	protein coding gene
1700066J24RIK	old symbol	MGI:1924242	Fam219aos	family with sequence similarity 219, member A, opposite strand	antisense lncRNA gene
1700066M21RIK	current symbol	MGI:1920717	1700066M21Rik	RIKEN cDNA 1700066M21 gene	protein coding gene
1700066N21RIK	current symbol	MGI:1920721	1700066N21Rik	RIKEN cDNA 1700066N21 gene	lncRNA gene
1700066O22RIK	current symbol	MGI:1920651	1700066O22Rik	RIKEN cDNA 1700066O22 gene	lncRNA gene
